"403"	24
"404"	38
"405"	412
"406"	73
"407"	323
"408"	222
"409"	51
"41"	199
"410"	28
"411"	27
"412"	219
"413"	22
"414"	81
"415"	26
"416"	107
"417"	139
"418"	168
"419"	50
"42"	70
"420"	98
"421"	47
"422"	85
"423"	347
"424"	30
"425"	55
"426"	254
"427"	294
"428"	166
"429"	27
"43"	110
"430"	305
"431"	268
"432"	62
"433"	198
"434"	192
"435"	23
"436"	62
"437"	24
"438"	20
"439"	260
"44"	25
"440"	40
"441"	120
"442"	225
"443"	40
"444"	20
"445"	20
"446"	25
"447"	87
"448"	20
"449"	24
"45"	21
"450"	120
"451"	52
"452"	1340
"453"	86
"454"	27
"455"	31
"456"	67
"457"	713
"458"	76
"459"	22
"46"	39
"460"	284
"461"	696
"462"	51
"463"	483
"464"	30
"465"	39
"466"	216
"467"	64
"468"	1291
"469"	21
"47"	38
"470"	69
"471"	216
"472"	830
"473"	76
"474"	41
"475"	655
"476"	46
"477"	21
"478"	74
"479"	99
"48"	513
"480"	378
"481"	436
"482"	59
"483"	119
"484"	20
"485"	20
"486"	138
"487"	152
"488"	54
"489"	24
"49"	99
"490"	22
"491"	63
"492"	74
"493"	110
"494"	78
"495"	25
"496"	126
"497"	105
"498"	20
"499"	33
"5"	100
"50"	46
"500"	249
"501"	203
"502"	113
"503"	44
"504"	24
"505"	395
"506"	21
"507"	38
"508"	48
"509"	923
"51"	31
"510"	161
"511"	31
"512"	27
"513"	22
"514"	376
"515"	34
"516"	149
"517"	42
"518"	707
"519"	160
"52"	68
"520"	154
"521"	49
"522"	250
"523"	126
"524"	64
"525"	138
"526"	27
"527"	135
"528"	127
"529"	604
"53"	46
"530"	78
"531"	132
"532"	51
"533"	163
"534"	303
"535"	63
"536"	109
"537"	307
"538"	25
"539"	26
"54"	44
"540"	20
"541"	29
"542"	63
"543"	46
"544"	268
"545"	92
"546"	65
"547"	2391
"548"	138
"549"	22
"55"	38
"550"	135
"551"	85
"552"	38
"553"	201
"554"	64
"555"	75
"556"	25
"557"	66
"558"	215
"559"	129
"56"	522
"560"	100
"561"	296
"562"	253
"563"	158
"564"	1868
"565"	27
"566"	22
"567"	34
"568"	37
"569"	85
"57"	209
"570"	128
"571"	59
"572"	106
"573"	38
"574"	342
"575"	547
"576"	38
"577"	279
"578"	34
"579"	21
"58"	73
"580"	922
"581"	49
"582"	138
"583"	20
"584"	193
"585"	300
"586"	57
"587"	504
"588"	52
"589"	43
"59"	78
"590"	89
"591"	30
"592"	133
"593"	70
"594"	75
"595"	163
"596"	487
"597"	202
"598"	312
"599"	192
"6"	44
"60"	55
"600"	35
"601"	46
"602"	129
"603"	114
"604"	20
"605"	437
"606"	60
"607"	427
"608"	296
"609"	140
"61"	166
"610"	82
"611"	35
"612"	66
"613"	53
"614"	99
"615"	385
"616"	40
"617"	75
"618"	31
"619"	43
"62"	53
"620"	172
"621"	95
"622"	31
"623"	103
"624"	1735
"625"	67
"626"	150
"627"	194
"628"	87
"629"	34
"63"	97
"630"	23
"631"	31
"632"	39
"633"	32
"634"	22
"635"	22
"636"	30
"637"	25
"638"	20
"639"	55
"64"	21
"640"	49
"641"	140
"642"	36
"643"	24
"644"	39
"645"	30
"646"	169
"647"	150
"648"	256
"649"	90
"65"	27
"650"	29
"651"	20
"652"	267
"653"	51
"654"	626
"655"	105
"656"	128
"657"	20
"658"	60
"659"	142
"66"	49
"660"	92
"661"	33
"662"	58
"663"	26
"664"	519
"665"	434
"666"	40
"667"	68
"668"	20
"669"	37
"67"	103
"670"	31
"671"	115
"68"	123
"69"	81
"7"	88
"70"	83
"71"	23
"72"	191
"73"	1610
"74"	49
"75"	145
"76"	20
"77"	315
"78"	263
"79"	55
"8"	116
"80"	37
"81"	160
"82"	39
"83"	161
"84"	116
"85"	107
"86"	190
"87"	31
"88"	255
"89"	66
"9"	45
"90"	50
"91"	150
"92"	123
"93"	159
"94"	196
"95"	299
"96"	76
"97"	128
"98"	71
"99"	188
